,Player,ShortName,Height,Weight,Position,BirthPlace,SeasonURL,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21608,Jusuf Nurkic,nurkiju01,7-0,280lb,Center,Bosnia and Herzegovina,/players/n/nurkiju01/gamelog/2019/,2018-19,24.0,POR,NBA,C,12.0,12.0,24.8,5.8,11.1,0.519,0.2,1.3,0.133,5.6,9.8,0.568,0.526,3.4,4.3,0.7879999999999999,3.7,6.2,9.8,1.8,0.7,1.1,2.2,3.1,15.1
21614,David Nwaba,nwabada01,6-4,209lb,Shooting Guard,California,/players/n/nwabada01/gamelog/2019/,2018-19,26.0,CLE,NBA,SG,7.0,0.0,8.1,0.6,1.6,0.364,0.1,0.3,0.5,0.4,1.3,0.333,0.409,1.4,1.7,0.833,0.0,1.1,1.1,0.4,0.1,0.4,0.1,0.4,2.7
21746,Royce O'Neale,onealro01,6-6,215lb,Small Forward,Texas,/players/o/onealro01/gamelog/2019/,2018-19,25.0,UTA,NBA,SF,11.0,1.0,15.5,2.0,4.2,0.478,0.4,0.9,0.4,1.6,3.3,0.5,0.522,0.6,0.8,0.778,0.3,2.1,2.4,1.3,0.4,0.0,0.9,1.6,5.0
21756,Kyle O'Quinn,oquinky01,6-10,250lb,Power Forward and Center,New York,/players/o/oquinky01/gamelog/2019/,2018-19,28.0,IND,NBA,C,7.0,0.0,6.4,1.6,3.1,0.5,0.0,0.3,0.0,1.6,2.9,0.55,0.5,0.9,0.9,1.0,0.9,1.7,2.6,1.1,0.1,0.6,0.6,1.4,4.0
21848,Semi Ojeleye,ojelese01,6-7,241lb,Power Forward,Kansas,/players/o/ojelese01/gamelog/2019/,2018-19,24.0,BOS,NBA,PF,8.0,1.0,7.1,0.8,1.8,0.429,0.3,1.0,0.25,0.5,0.8,0.667,0.5,0.3,0.6,0.4,0.3,0.9,1.1,0.0,0.3,0.1,0.0,0.9,2.0
21866,Jahlil Okafor,okafoja01,6-11,275lb,Center,Illinois,/players/o/okafoja01/gamelog/2019/,2018-19,23.0,NOP,NBA,C,6.0,2.0,9.3,2.0,4.3,0.462,0.0,0.0,,2.0,4.3,0.462,0.462,1.0,1.0,1.0,1.7,1.3,3.0,0.2,0.0,0.0,1.0,1.7,5.0
21884,Victor Oladipo,oladivi01,6-4,210lb,Shooting Guard and Point Guard,Maryland,/players/o/oladivi01/gamelog/2019/,2018-19,26.0,IND,NBA,SG,12.0,12.0,33.9,9.2,19.5,0.47,2.7,7.5,0.35600000000000004,6.5,12.0,0.542,0.5379999999999999,3.1,4.4,0.698,0.6,6.5,7.1,4.3,1.6,0.6,2.4,2.1,24.1
22012,Kelly Olynyk,olynyke01,7-0,238lb,Power Forward and Center,Canada,/players/o/olynyke01/gamelog/2019/,2018-19,27.0,MIA,NBA,PF,10.0,5.0,19.3,2.6,5.8,0.448,1.1,3.8,0.289,1.5,2.0,0.75,0.5429999999999999,1.9,2.4,0.792,0.8,2.3,3.1,2.4,0.6,0.5,1.2,2.6,8.2
22051,Cedi Osman,osmande01,6-8,210lb,Small Forward,FYR Macedonia,/players/o/osmande01/gamelog/2019/,2018-19,23.0,CLE,NBA,SF,11.0,11.0,30.6,4.2,11.3,0.371,1.5,4.6,0.333,2.6,6.6,0.397,0.44,1.5,1.9,0.762,1.0,4.0,5.0,2.5,0.7,0.3,2.8,2.0,11.4
22091,Kelly Oubre,oubreke01,6-7,205lb,Small Forward,Louisiana,/players/o/oubreke01/gamelog/2019/,2018-19,23.0,WAS,NBA,SF,10.0,1.0,27.1,4.5,10.9,0.413,1.5,5.0,0.3,3.0,5.9,0.508,0.482,2.7,3.2,0.8440000000000001,0.8,3.9,4.7,0.6,0.5,0.7,1.5,2.3,13.2
22230,Zaza Pachulia,pachuza01,6-11,270lb,Center,Georgia,/players/p/pachuza01/gamelog/2019/,2018-19,34.0,DET,NBA,C,10.0,0.0,14.5,1.1,3.2,0.344,0.0,0.0,,1.1,3.2,0.344,0.344,2.0,2.6,0.769,1.7,2.3,4.0,1.7,0.8,0.3,0.8,2.8,4.2
22389,Jabari Parker,parkeja01,6-8,250lb,Power Forward,Illinois,/players/p/parkeja01/gamelog/2019/,2018-19,23.0,CHI,NBA,PF,12.0,5.0,31.2,6.0,13.2,0.456,0.9,3.3,0.282,5.1,9.9,0.513,0.491,1.9,2.8,0.6970000000000001,1.1,5.8,6.8,1.9,0.6,0.4,2.6,1.8,14.8
22425,Tony Parker,parketo01,6-2,185lb,Point Guard,Belgium,/players/p/parketo01/gamelog/2019/,2018-19,36.0,CHO,NBA,PG,10.0,0.0,18.4,3.9,8.5,0.459,0.3,0.9,0.333,3.6,7.6,0.474,0.476,2.0,2.8,0.7140000000000001,0.2,1.3,1.5,4.8,0.2,0.1,1.4,1.2,10.1
22462,Chandler Parsons,parsoch01,6-10,230lb,Small Forward,Florida,/players/p/parsoch01/gamelog/2019/,2018-19,30.0,MEM,NBA,SF,3.0,3.0,15.3,2.3,5.7,0.412,1.0,3.3,0.3,1.3,2.3,0.5710000000000001,0.5,0.0,0.0,,0.3,1.0,1.3,0.7,0.3,0.3,0.7,2.3,5.7
22497,Patrick Patterson,pattepa01,6-9,230lb,Power Forward,District of Columbia,/players/p/pattepa01/gamelog/2019/,2018-19,29.0,OKC,NBA,PF,11.0,3.0,17.3,2.2,5.5,0.4,1.4,3.5,0.395,0.8,2.0,0.409,0.525,0.8,1.3,0.643,0.9,2.5,3.5,0.3,0.3,0.4,0.4,1.4,6.5
22542,Chris Paul,paulch01,6-0,175lb,Point Guard,North Carolina,/players/p/paulch01/gamelog/2019/,2018-19,33.0,HOU,NBA,PG,8.0,8.0,35.0,6.0,15.3,0.393,1.6,6.0,0.271,4.4,9.3,0.473,0.447,3.1,4.0,0.7809999999999999,1.0,4.4,5.4,8.8,2.5,0.3,3.4,2.8,16.8
22632,Cameron Payne,payneca01,6-3,185lb,Point Guard,Tennessee,/players/p/payneca01/gamelog/2019/,2018-19,24.0,CHI,NBA,PG,12.0,11.0,24.2,3.3,8.2,0.398,1.0,3.2,0.316,2.3,5.0,0.45,0.459,1.2,1.3,0.933,0.7,1.4,2.1,3.4,0.9,0.3,1.6,2.0,8.7
22647,Elfrid Payton,paytoel01,6-4,185lb,Point Guard,Louisiana,/players/p/paytoel01/gamelog/2019/,2018-19,24.0,NOP,NBA,PG,5.0,5.0,28.8,4.8,9.6,0.5,0.6,1.4,0.429,4.2,8.2,0.512,0.531,1.4,2.2,0.636,1.4,4.6,6.0,6.4,0.8,0.2,2.2,2.8,11.6
23191,Mason Plumlee,plumlma01,6-11,245lb,Center,Indiana,/players/p/plumlma01/gamelog/2019/,2018-19,28.0,DEN,NBA,C,11.0,0.0,17.8,3.4,5.3,0.638,0.1,0.2,0.5,3.3,5.1,0.643,0.647,0.7,2.3,0.32,2.2,2.9,5.1,1.4,1.3,0.5,1.6,2.9,7.5
23203,Miles Plumlee,plumlmi01,6-11,249lb,Center,Indiana,/players/p/plumlmi01/gamelog/2019/,2018-19,30.0,ATL,NBA,C,6.0,0.0,9.2,2.3,2.8,0.8240000000000001,0.0,0.0,,2.3,2.8,0.8240000000000001,0.8240000000000001,0.8,1.5,0.556,1.7,1.3,3.0,1.0,0.3,0.0,0.7,1.0,5.5
23213,Jakob Poeltl,poeltja01,7-0,248lb,Center,Austria,/players/p/poeltja01/gamelog/2019/,2018-19,23.0,SAS,NBA,C,7.0,3.0,10.0,0.7,1.7,0.417,0.0,0.0,,0.7,1.7,0.417,0.417,0.4,0.6,0.75,2.3,1.1,3.4,0.9,0.1,0.1,0.3,1.1,1.9
23273,Quincy Pondexter,pondequ01,6-7,220lb,Small Forward and Shooting Guard,California,/players/p/pondequ01/gamelog/2019/,2018-19,30.0,SAS,NBA,SF,7.0,0.0,7.0,0.7,1.4,0.5,0.0,0.4,0.0,0.7,1.0,0.7140000000000001,0.5,0.7,0.7,1.0,0.4,1.0,1.4,0.3,0.7,0.0,0.4,0.9,2.1
23336,Otto Porter,porteot01,6-8,198lb,Small Forward,Missouri,/players/p/porteot01/gamelog/2019/,2018-19,25.0,WAS,NBA,SF,9.0,9.0,29.9,4.4,9.8,0.455,1.6,4.2,0.368,2.9,5.6,0.52,0.534,0.9,1.1,0.8,0.8,4.2,5.0,1.7,1.6,0.8,0.7,1.9,11.3
23366,Bobby Portis,portibo01,6-11,250lb,Power Forward,Arkansas,/players/p/portibo01/gamelog/2019/,2018-19,23.0,CHI,NBA,PF,4.0,4.0,28.3,4.3,10.3,0.415,0.8,2.8,0.273,3.5,7.5,0.467,0.451,1.3,2.3,0.556,1.5,8.5,10.0,2.0,0.5,1.0,1.3,3.5,10.5
23437,Dwight Powell,poweldw01,6-11,240lb,Center and Power Forward,Canada,/players/p/poweldw01/gamelog/2019/,2018-19,27.0,DAL,NBA,C,11.0,0.0,14.5,3.0,4.5,0.6729999999999999,0.3,1.0,0.273,2.7,3.5,0.789,0.7040000000000001,2.5,3.2,0.7709999999999999,1.1,2.5,3.6,1.0,0.7,0.5,0.9,2.6,8.7
23454,Norman Powell,powelno01,6-4,215lb,Shooting Guard,California,/players/p/powelno01/gamelog/2019/,2018-19,25.0,TOR,NBA,SG,11.0,2.0,14.9,1.8,3.8,0.476,0.8,2.0,0.409,1.0,1.8,0.55,0.583,0.5,0.7,0.75,0.2,1.8,2.0,0.9,0.5,0.1,0.7,1.5,5.0
23460,Alex Poythress,poythal01,6-7,238lb,Power Forward,Georgia,/players/p/poythal01/gamelog/2019/,2018-19,25.0,ATL,NBA,PF,8.0,0.0,15.6,2.3,4.0,0.563,0.5,0.9,0.5710000000000001,1.8,3.1,0.56,0.625,0.9,1.9,0.467,1.6,2.4,4.0,0.9,0.3,0.4,0.9,2.6,5.9
23650,Zhou Qi,qizh01,7-1,210lb,Center and Power Forward,China,/players/q/qizh01/gamelog/2019/,2018-19,23.0,HOU,NBA,PF,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
23678,Ivan Rabb,rabbiv01,6-10,220lb,Power Forward,California,/players/r/rabbiv01/gamelog/2019/,2018-19,21.0,MEM,NBA,PF,6.0,0.0,7.5,1.2,1.8,0.636,0.0,0.2,0.0,1.2,1.7,0.7,0.636,0.5,0.8,0.6,0.5,2.2,2.7,0.8,0.2,0.2,1.2,1.2,2.8
23797,Julius Randle,randlju01,6-9,250lb,Power Forward and Center,Texas,/players/r/randlju01/gamelog/2019/,2018-19,24.0,NOP,NBA,C,11.0,1.0,24.1,6.4,11.2,0.569,0.6,1.8,0.35,5.7,9.4,0.612,0.598,4.3,6.1,0.701,1.5,5.7,7.3,2.3,0.7,0.6,2.3,3.5,17.6
24004,J.J. Redick,redicjj01,6-4,190lb,Shooting Guard and Point Guard,Tennessee,/players/r/redicjj01/gamelog/2019/,2018-19,34.0,PHI,NBA,SG,12.0,0.0,30.4,5.3,14.0,0.381,3.0,8.5,0.353,2.3,5.5,0.424,0.488,3.6,3.8,0.935,0.4,2.3,2.8,3.5,0.3,0.1,1.7,1.3,17.3
24251,Josh Richardson,richajo01,6-6,200lb,Small Forward and Shooting Guard,Oklahoma,/players/r/richajo01/gamelog/2019/,2018-19,25.0,MIA,NBA,SG,10.0,10.0,35.3,7.4,17.7,0.418,3.0,7.4,0.405,4.4,10.3,0.4270000000000001,0.503,2.9,3.2,0.906,1.2,3.3,4.5,3.1,1.1,1.0,1.9,3.2,20.7
24257,Malachi Richardson,richama01,6-6,205lb,Shooting Guard,New Jersey,/players/r/richama01/gamelog/2019/,2018-19,23.0,TOR,NBA,SG,7.0,0.0,5.0,0.3,1.4,0.2,0.3,1.4,0.2,0.0,0.0,,0.3,0.1,0.3,0.5,0.1,0.4,0.6,0.0,0.0,0.0,0.1,0.6,1.0
24435,Austin Rivers,riverau01,6-4,200lb,Shooting Guard and Point Guard,California,/players/r/riverau01/gamelog/2019/,2018-19,26.0,WAS,NBA,SG,10.0,0.0,23.0,2.3,6.0,0.383,1.2,3.5,0.343,1.1,2.5,0.44,0.483,0.7,1.1,0.636,0.2,1.9,2.1,1.8,0.6,0.5,1.3,2.3,6.5
24705,Glenn Robinson,robingl02,6-6,222lb,Shooting Guard and Small Forward,Indiana,/players/r/robingl02/gamelog/2019/,2018-19,25.0,DET,NBA,SF,9.0,2.0,16.4,2.0,4.4,0.45,0.4,1.4,0.308,1.6,3.0,0.519,0.5,1.3,1.4,0.923,0.2,1.3,1.6,0.0,0.3,0.3,0.7,1.1,5.8
25012,Rajon Rondo,rondora01,6-1,186lb,Point Guard,Kentucky,/players/r/rondora01/gamelog/2019/,2018-19,32.0,LAL,NBA,PG,8.0,2.0,27.1,4.6,8.9,0.521,1.0,2.0,0.5,3.6,6.9,0.527,0.5770000000000001,0.4,0.5,0.75,0.9,3.9,4.8,7.0,1.1,0.0,2.6,2.8,10.6
25044,Derrick Rose,rosede01,6-3,190lb,Point Guard,Illinois,/players/r/rosede01/gamelog/2019/,2018-19,30.0,MIN,NBA,PG,11.0,3.0,28.7,6.9,15.0,0.461,1.6,3.5,0.462,5.3,11.5,0.46,0.515,3.2,4.0,0.795,1.2,2.3,3.5,4.6,0.5,0.2,1.9,1.5,18.6
25116,Terrence Ross,rosste01,6-7,206lb,Small Forward and Shooting Guard,Oregon,/players/r/rosste01/gamelog/2019/,2018-19,27.0,ORL,NBA,SG,11.0,0.0,25.1,4.8,12.0,0.402,2.0,6.0,0.333,2.8,6.0,0.47,0.485,0.9,1.1,0.833,0.4,2.2,2.5,1.9,1.1,0.5,1.3,2.2,12.5
25212,Terry Rozier,roziete01,6-2,190lb,Point Guard,Ohio,/players/r/roziete01/gamelog/2019/,2018-19,24.0,BOS,NBA,PG,11.0,0.0,22.5,2.7,7.6,0.35700000000000004,1.3,3.3,0.389,1.5,4.4,0.333,0.44,1.0,1.3,0.7859999999999999,0.4,4.2,4.5,2.0,0.7,0.5,0.6,1.5,7.7
25221,Ricky Rubio,rubiori01,6-4,194lb,Point Guard,Spain,/players/r/rubiori01/gamelog/2019/,2018-19,28.0,UTA,NBA,PG,11.0,11.0,30.4,3.2,10.1,0.315,1.2,4.1,0.289,2.0,6.0,0.333,0.374,2.8,3.2,0.8859999999999999,0.2,2.8,3.0,8.0,1.5,0.2,3.3,3.2,10.4
25368,D'Angelo Russell,russeda01,6-5,195lb,Point Guard,Kentucky,/players/r/russeda01/gamelog/2019/,2018-19,22.0,BRK,NBA,PG,11.0,11.0,27.4,5.8,14.2,0.41,2.2,6.1,0.358,3.6,8.1,0.449,0.487,1.5,1.9,0.81,0.6,3.1,3.7,5.1,0.8,0.4,2.4,1.7,15.4
25398,Domantas Sabonis,sabondo01,6-11,240lb,Center and Power Forward,Oregon,/players/s/sabondo01/gamelog/2019/,2018-19,22.0,IND,NBA,C,11.0,0.0,24.3,5.5,8.5,0.6559999999999999,0.1,0.2,0.5,5.5,8.3,0.659,0.6609999999999999,2.9,3.5,0.821,2.7,6.2,8.9,2.6,0.5,0.6,1.9,2.7,14.1
25570,Dario Saric,saricda01,6-10,223lb,Power Forward,Croatia,/players/s/saricda01/gamelog/2019/,2018-19,24.0,PHI,NBA,PF,12.0,12.0,29.7,3.5,9.9,0.353,1.4,5.2,0.274,2.1,4.8,0.439,0.424,2.1,2.3,0.893,1.5,4.9,6.4,2.0,0.3,0.2,1.7,2.9,10.5
25582,Tomas Satoransky,satorto01,6-7,210lb,Shooting Guard,Czech Republic,/players/s/satorto01/gamelog/2019/,2018-19,27.0,WAS,NBA,SG,10.0,0.0,12.5,1.0,3.0,0.333,0.3,0.6,0.5,0.7,2.4,0.292,0.383,1.4,1.4,1.0,0.4,1.4,1.8,2.2,0.3,0.2,0.4,1.3,3.7
25804,Dennis Schroder,schrode01,6-1,172lb,Point Guard,Germany,/players/s/schrode01/gamelog/2019/,2018-19,25.0,OKC,NBA,PG,11.0,4.0,29.2,6.1,14.2,0.429,1.0,3.5,0.282,5.1,10.6,0.479,0.465,3.3,4.1,0.8,0.5,3.8,4.4,5.0,1.0,0.2,2.9,3.1,16.5
25916,Mike Scott,scottmi01,6-8,237lb,Power Forward,Virginia,/players/s/scottmi01/gamelog/2019/,2018-19,30.0,LAC,NBA,PF,11.0,0.0,13.5,1.5,3.0,0.515,0.8,1.8,0.45,0.7,1.2,0.615,0.652,0.0,0.0,,0.2,2.5,2.6,1.2,0.4,0.1,0.3,2.0,3.9
25993,Thabo Sefolosha,sefolth01,6-7,220lb,Shooting Guard and Small Forward,Switzerland,/players/s/sefolth01/gamelog/2019/,2018-19,34.0,UTA,NBA,SF,2.0,0.0,4.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.5,1.0,1.5,1.0,0.5,0.0,0.0,0.5,0.5
26018,Wayne Selden,seldewa01,6-5,230lb,Shooting Guard,Massachusetts,/players/s/seldewa01/gamelog/2019/,2018-19,24.0,MEM,NBA,SG,10.0,0.0,15.3,2.5,4.9,0.51,1.2,2.4,0.5,1.3,2.5,0.52,0.633,0.7,0.9,0.778,0.2,0.9,1.1,1.0,0.4,0.1,0.9,1.8,6.9
26309,Iman Shumpert,shumpim01,6-5,220lb,Shooting Guard and Point Guard,Illinois,/players/s/shumpim01/gamelog/2019/,2018-19,28.0,SAC,NBA,SG,9.0,7.0,23.3,3.1,6.9,0.452,1.8,4.4,0.4,1.3,2.4,0.545,0.581,0.8,1.0,0.778,0.1,3.2,3.3,2.1,0.9,0.4,0.8,2.6,8.8
26320,Pascal Siakam,siakapa01,6-9,230lb,Power Forward,Cameroon,/players/s/siakapa01/gamelog/2019/,2018-19,24.0,TOR,NBA,PF,12.0,11.0,27.9,5.4,8.8,0.619,0.3,1.5,0.16699999999999998,5.2,7.3,0.713,0.633,1.4,2.0,0.708,1.6,5.4,7.0,2.1,1.3,0.4,1.6,2.7,12.5
26420,Ben Simmons,simmobe01,6-10,230lb,Point Guard,Australia,/players/s/simmobe01/gamelog/2019/,2018-19,22.0,PHI,NBA,PG,11.0,11.0,31.0,5.5,10.7,0.508,0.0,0.0,,5.5,10.7,0.508,0.508,3.2,5.2,0.614,2.4,7.0,9.4,7.5,1.5,0.6,3.3,3.1,14.1
26462,Jonathon Simmons,simmojo02,6-6,195lb,Shooting Guard,Texas,/players/s/simmojo02/gamelog/2019/,2018-19,29.0,ORL,NBA,SG,9.0,0.0,22.6,2.4,8.3,0.293,0.4,2.7,0.16699999999999998,2.0,5.7,0.353,0.32,1.9,2.3,0.81,0.9,2.0,2.9,2.2,0.4,0.4,1.6,2.1,7.2
26674,Marcus Smart,smartma01,6-4,220lb,Point Guard and Shooting Guard,Texas,/players/s/smartma01/gamelog/2019/,2018-19,24.0,BOS,NBA,SG,11.0,0.0,23.7,1.5,4.7,0.327,0.5,2.7,0.2,1.0,2.0,0.5,0.385,1.5,2.1,0.7390000000000001,0.5,2.2,2.7,3.8,1.4,0.6,1.6,2.8,5.2
26774,Dennis Smith,smithde03,6-3,195lb,Point Guard,North Carolina,/players/s/smithde03/gamelog/2019/,2018-19,21.0,DAL,NBA,PG,10.0,10.0,29.7,6.1,13.6,0.449,1.5,3.8,0.395,4.6,9.8,0.469,0.504,2.4,3.4,0.706,0.9,1.7,2.6,3.8,0.9,0.3,3.4,3.2,16.1
26855,Ish Smith,smithis01,6-0,175lb,Point Guard,North Carolina,/players/s/smithis01/gamelog/2019/,2018-19,30.0,DET,NBA,PG,10.0,0.0,28.0,4.2,9.6,0.438,1.3,3.9,0.333,2.9,5.7,0.509,0.505,0.5,0.7,0.7140000000000001,0.1,2.2,2.3,3.4,0.9,0.3,1.5,2.8,10.2
26873,J.R. Smith,smithjr01,6-6,225lb,Small Forward and Shooting Guard,New Jersey,/players/s/smithjr01/gamelog/2019/,2018-19,33.0,CLE,NBA,SG,7.0,1.0,18.6,2.4,6.7,0.362,1.3,3.7,0.34600000000000003,1.1,3.0,0.381,0.457,1.1,1.1,1.0,0.0,1.4,1.4,1.4,1.3,0.3,1.1,1.6,7.3
26892,Jason Smith,smithja02,7-0,245lb,Power Forward and Center,Colorado,/players/s/smithja02/gamelog/2019/,2018-19,32.0,WAS,NBA,C,8.0,1.0,12.3,1.5,3.5,0.429,0.3,0.6,0.4,1.3,2.9,0.435,0.464,0.9,1.0,0.875,1.3,2.4,3.6,1.0,0.1,0.6,0.5,1.9,4.1
27158,Tony Snell,snellto01,6-7,200lb,Small Forward and Shooting Guard,California,/players/s/snellto01/gamelog/2019/,2018-19,27.0,MIL,NBA,SG,11.0,0.0,16.9,2.6,5.0,0.527,1.5,3.0,0.485,1.2,2.0,0.591,0.6729999999999999,0.6,0.8,0.778,0.3,1.6,1.9,0.9,0.3,0.2,0.3,1.2,7.4
27488,Nik Stauskas,stausni01,6-6,205lb,Shooting Guard,Canada,/players/s/stausni01/gamelog/2019/,2018-19,25.0,POR,NBA,SG,12.0,0.0,19.5,2.8,6.6,0.418,1.5,3.8,0.4,1.3,2.8,0.441,0.532,1.3,1.3,0.938,0.4,2.1,2.5,2.1,0.3,0.2,0.9,1.1,8.3
27542,Lance Stephenson,stephla01,6-5,230lb,Shooting Guard and Small Forward,New York,/players/s/stephla01/gamelog/2019/,2018-19,28.0,LAL,NBA,SG,11.0,0.0,16.8,3.7,8.1,0.461,0.9,2.5,0.35700000000000004,2.8,5.5,0.508,0.517,0.5,0.6,0.7140000000000001,0.7,2.7,3.5,2.1,0.8,0.0,1.4,1.9,8.8
27870,Edmond Sumner,sumneed01,6-6,176lb,Point Guard,Michigan,/players/s/sumneed01/gamelog/2019/,2018-19,23.0,IND,NBA,PG,5.0,0.0,4.0,0.2,0.8,0.25,0.0,0.2,0.0,0.2,0.6,0.333,0.25,0.0,0.4,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.6,0.4
27934,Caleb Swanigan,swanica01,6-8,250lb,Power Forward,Indiana,/players/s/swanica01/gamelog/2019/,2018-19,21.0,POR,NBA,PF,7.0,0.0,11.4,1.3,3.9,0.333,0.1,0.4,0.333,1.1,3.4,0.333,0.35200000000000004,0.6,0.7,0.8,1.4,3.6,5.0,0.4,0.3,0.0,1.3,2.0,3.3
28048,Jayson Tatum,tatumja01,6-8,205lb,Small Forward,Missouri,/players/t/tatumja01/gamelog/2019/,2018-19,20.0,BOS,NBA,SF,11.0,11.0,32.5,5.0,12.7,0.393,1.4,4.0,0.341,3.6,8.7,0.417,0.446,3.3,3.6,0.9,1.3,6.0,7.3,2.6,0.6,0.5,1.9,2.5,14.6
28165,Jeff Teague,teaguje01,6-2,186lb,Point Guard,Indiana,/players/t/teaguje01/gamelog/2019/,2018-19,30.0,MIN,NBA,PG,7.0,7.0,30.3,4.0,11.1,0.359,1.0,3.1,0.318,3.0,8.0,0.375,0.404,3.7,4.0,0.929,0.1,2.3,2.4,6.9,0.9,0.1,1.9,2.6,12.7
28211,Garrett Temple,templga01,6-6,195lb,Point Guard and Small Forward and Shooting Guard,Louisiana,/players/t/templga01/gamelog/2019/,2018-19,32.0,MEM,NBA,SG,10.0,10.0,31.1,4.1,8.7,0.471,1.8,4.3,0.419,2.3,4.4,0.523,0.575,2.4,3.0,0.8,0.5,2.9,3.4,1.1,0.9,0.3,1.1,2.6,12.4
28214,Milos Teodosic,teodomi01,6-5,196lb,Point Guard,Serbia,/players/t/teodomi01/gamelog/2019/,2018-19,31.0,LAC,NBA,PG,7.0,0.0,10.4,1.1,1.9,0.615,0.9,1.4,0.6,0.3,0.4,0.667,0.846,0.1,0.3,0.5,0.3,1.4,1.7,2.4,0.1,0.1,1.3,1.7,3.3
28283,Daniel Theis,theisda01,6-9,215lb,Center,Germany,/players/t/theisda01/gamelog/2019/,2018-19,26.0,BOS,NBA,C,5.0,0.0,12.2,2.6,4.6,0.565,0.4,1.0,0.4,2.2,3.6,0.611,0.609,0.4,0.6,0.667,1.4,2.0,3.4,0.8,0.0,0.2,0.8,2.6,6.0
28453,Lance Thomas,thomala01,6-8,235lb,Power Forward and Small Forward,New York,/players/t/thomala01/gamelog/2019/,2018-19,30.0,NYK,NBA,PF,11.0,5.0,15.2,1.3,3.7,0.341,0.5,1.5,0.294,0.8,2.2,0.375,0.402,0.9,1.0,0.909,0.4,1.8,2.2,0.5,0.6,0.3,0.5,2.0,3.9
28587,Klay Thompson,thompkl01,6-7,215lb,Shooting Guard,California,/players/t/thompkl01/gamelog/2019/,2018-19,28.0,GSW,NBA,SG,12.0,12.0,33.1,8.2,17.5,0.467,2.4,6.8,0.354,5.8,10.7,0.539,0.536,2.0,2.4,0.828,0.5,3.3,3.8,1.7,0.8,0.6,1.7,2.1,20.8
